ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2023-03-29T00:00:00.000000000Z,35,40,11667,267.470000000,270.670000000,266.020000000,269.820000000,25742,NVDA
2023-03-29T00:00:00.000000000Z,35,39,38,159.480000000,161.000000000,159.390000000,160.650000000,28771,AAPL
2023-03-29T00:00:00.000000000Z,35,39,10451,203.590000000,205.640000000,202.710000000,205.270000000,17026,META
2023-03-29T00:00:00.000000000Z,35,40,10451,202.190000000,205.640000000,202.160000000,205.060000000,10558,META
2023-03-29T00:00:00.000000000Z,35,41,10451,202.640000000,205.710000000,202.150000000,205.340000000,350958,META
2023-03-29T00:00:00.000000000Z,35,40,853,98.140000000,100.400000000,98.060000000,100.200000000,27563,AMZN
2023-03-29T00:00:00.000000000Z,35,41,853,98.130000000,100.420000000,98.040000000,100.240000000,709105,AMZN
2023-03-29T00:00:00.000000000Z,35,41,11667,267.830000000,270.790000000,266.020000000,269.900000000,478855,NVDA
2023-03-29T00:00:00.000000000Z,35,42,11667,268.660000000,270.680000000,265.980000000,269.760000000,91030,NVDA
2023-03-29T00:00:00.000000000Z,35,42,38,159.470000000,161.000000000,159.380000000,160.690000000,389390,AAPL
2023-03-29T00:00:00.000000000Z,35,40,7152,102.180000000,102.620000000,100.705000000,101.400000000,70073,GOOGL
2023-03-29T00:00:00.000000000Z,35,42,10451,203.060000000,205.670000000,202.550000000,205.280000000,63044,META
2023-03-29T00:00:00.000000000Z,35,39,853,98.710000000,100.350000000,98.610000000,100.350000000,1339653,AMZN
2023-03-29T00:00:00.000000000Z,35,42,853,98.670000000,100.410000000,98.670000000,100.180000000,588999,AMZN
2023-03-29T00:00:00.000000000Z,35,39,11667,268.650000000,270.360000000,265.980000000,269.900000000,288962,NVDA
2023-03-29T00:00:00.000000000Z,35,40,38,159.440000000,161.000000000,159.400000000,160.680000000,50422,AAPL
2023-03-29T00:00:00.000000000Z,35,41,38,158.810000000,161.020000000,158.690000000,160.780000000,651119,AAPL
2023-03-29T00:00:00.000000000Z,35,39,7152,102.110000000,102.300000000,100.710000000,101.390000000,65407,GOOGL
2023-03-29T00:00:00.000000000Z,35,41,7152,102.240000000,102.620000000,100.660000000,101.370000000,746835,GOOGL
2023-03-29T00:00:00.000000000Z,35,42,7152,102.280000000,102.280000000,100.710000000,101.290000000,441001,GOOGL
2023-03-30T00:00:00.000000000Z,35,39,11667,272.240000000,274.870000000,271.280000000,273.870000000,56398,NVDA
2023-03-30T00:00:00.000000000Z,35,41,11667,272.530000000,274.990000000,271.070000000,273.930000000,424250,NVDA
2023-03-30T00:00:00.000000000Z,35,39,10451,203.340000000,207.870000000,202.930000000,207.840000000,244640,META
2023-03-30T00:00:00.000000000Z,35,40,10451,205.780000000,208.040000000,202.930000000,207.870000000,18423,META
2023-03-30T00:00:00.000000000Z,35,41,10451,205.850000000,208.065000000,202.840000000,207.870000000,355849,META
2023-03-30T00:00:00.000000000Z,35,39,7152,100.900000000,100.900000000,99.800000000,100.830000000,169297,GOOGL
2023-03-30T00:00:00.000000000Z,35,42,7152,100.820000000,101.150000000,99.780000000,100.800000000,540676,GOOGL
2023-03-30T00:00:00.000000000Z,35,39,38,161.600000000,162.440000000,161.330000000,162.370000000,652289,AAPL
2023-03-30T00:00:00.000000000Z,35,40,38,161.640000000,162.450000000,161.380000000,162.320000000,27932,AAPL
2023-03-30T00:00:00.000000000Z,35,42,11667,272.130000000,274.990000000,271.180000000,273.840000000,86157,NVDA
2023-03-30T00:00:00.000000000Z,35,42,10451,203.050000000,208.050000000,203.010000000,207.830000000,62098,META
2023-03-30T00:00:00.000000000Z,35,42,853,101.620000000,103.030000000,101.010000000,101.960000000,460217,AMZN
2023-03-30T00:00:00.000000000Z,35,40,7152,101.600000000,101.700000000,99.800000000,100.860000000,57365,GOOGL
2023-03-30T00:00:00.000000000Z,35,41,38,161.190000000,162.470000000,160.900000000,162.370000000,706928,AAPL
2023-03-30T00:00:00.000000000Z,35,42,38,161.570000000,162.460000000,161.280000000,162.310000000,460528,AAPL
2023-03-30T00:00:00.000000000Z,35,40,11667,271.890000000,274.900000000,271.480000000,273.940000000,11745,NVDA
2023-03-30T00:00:00.000000000Z,35,39,853,101.680000000,103.030000000,101.000000000,101.940000000,71224,AMZN
2023-03-30T00:00:00.000000000Z,35,40,853,101.460000000,103.000000000,101.030000000,102.000000000,52028,AMZN
2023-03-30T00:00:00.000000000Z,35,41,853,101.050000000,103.030000000,100.990000000,102.000000000,1391361,AMZN
2023-03-30T00:00:00.000000000Z,35,41,7152,101.690000000,101.690000000,99.780000000,100.870000000,992594,GOOGL
2023-03-31T00:00:00.000000000Z,35,40,7152,100.930000000,103.860000000,100.860000000,103.630000000,38318,GOOGL
2023-03-31T00:00:00.000000000Z,35,41,7152,100.650000000,103.880000000,100.610000000,103.610000000,678037,GOOGL
2023-03-31T00:00:00.000000000Z,35,40,10451,206.770000000,212.170000000,206.230000000,212.170000000,17309,META
2023-03-31T00:00:00.000000000Z,35,39,7152,101.220000000,103.800000000,101.050000000,103.660000000,880946,GOOGL
2023-03-31T00:00:00.000000000Z,35,40,853,101.960000000,103.420000000,101.960000000,103.280000000,87449,AMZN
2023-03-31T00:00:00.000000000Z,35,42,853,102.000000000,103.420000000,101.960000000,103.250000000,595393,AMZN
2023-03-31T00:00:00.000000000Z,35,39,11667,271.300000000,278.180000000,271.070000000,277.910000000,60137,NVDA
2023-03-31T00:00:00.000000000Z,35,42,38,162.270000000,165.000000000,162.190000000,164.740000000,658192,AAPL
2023-03-31T00:00:00.000000000Z,35,41,10451,206.510000000,212.150000000,206.410000000,212.000000000,500538,META
2023-03-31T00:00:00.000000000Z,35,42,7152,101.080000000,103.880000000,101.080000000,103.660000000,541753,GOOGL
2023-03-31T00:00:00.000000000Z,35,40,11667,272.490000000,278.270000000,271.440000000,278.050000000,22621,NVDA
2023-03-31T00:00:00.000000000Z,35,41,11667,272.390000000,278.310000000,271.050000000,277.920000000,698549,NVDA
2023-03-31T00:00:00.000000000Z,35,42,11667,271.170000000,278.290000000,271.140000000,278.130000000,131674,NVDA
2023-03-31T00:00:00.000000000Z,35,39,38,162.300000000,165.000000000,162.180000000,164.890000000,1329886,AAPL
2023-03-31T00:00:00.000000000Z,35,40,38,162.340000000,165.000000000,162.260000000,164.730000000,61177,AAPL
2023-03-31T00:00:00.000000000Z,35,41,38,162.120000000,165.000000000,162.080000000,164.730000000,882143,AAPL
2023-03-31T00:00:00.000000000Z,35,39,10451,207.120000000,212.140000000,206.850000000,211.980000000,123448,META
2023-03-31T00:00:00.000000000Z,35,42,10451,207.160000000,212.100000000,207.160000000,212.090000000,60513,META
2023-03-31T00:00:00.000000000Z,35,39,853,102.160000000,103.410000000,101.990000000,103.280000000,1174908,AMZN
2023-03-31T00:00:00.000000000Z,35,41,853,101.920000000,103.415000000,101.720000000,103.270000000,887942,AMZN
2023-04-03T00:00:00.000000000Z,35,41,10451,210.010000000,213.480000000,208.340000000,213.090000000,334353,META
2023-04-03T00:00:00.000000000Z,35,40,38,164.120000000,166.280000000,164.120000000,166.200000000,76002,AAPL
2023-04-03T00:00:00.000000000Z,35,41,853,102.210000000,103.290000000,101.445000000,102.400000000,664450,AMZN
2023-04-03T00:00:00.000000000Z,35,40,11667,275.890000000,279.990000000,273.610000000,279.830000000,26760,NVDA
2023-04-03T00:00:00.000000000Z,35,39,853,102.280000000,103.270000000,101.500000000,102.390000000,1433450,AMZN
2023-04-03T00:00:00.000000000Z,35,41,7152,102.710000000,104.530000000,102.125000000,104.300000000,630845,GOOGL
2023-04-03T00:00:00.000000000Z,35,42,7152,102.350000000,104.520000000,102.180000000,104.410000000,358438,GOOGL
2023-04-03T00:00:00.000000000Z,35,41,11667,275.940000000,280.000000000,273.380000000,279.665000000,486769,NVDA
2023-04-03T00:00:00.000000000Z,35,42,11667,275.090000000,279.990000000,273.380000000,279.660000000,83932,NVDA
2023-04-03T00:00:00.000000000Z,35,39,10451,208.750000000,213.330000000,208.410000000,213.060000000,172379,META
2023-04-03T00:00:00.000000000Z,35,42,10451,208.690000000,213.400000000,208.210000000,213.140000000,47684,META
2023-04-03T00:00:00.000000000Z,35,39,38,164.320000000,166.270000000,164.300000000,166.110000000,3063166,AAPL
2023-04-03T00:00:00.000000000Z,35,41,38,164.090000000,166.290000000,163.770000000,166.130000000,677205,AAPL
2023-04-03T00:00:00.000000000Z,35,40,853,102.050000000,103.210000000,101.490000000,102.390000000,43900,AMZN
2023-04-03T00:00:00.000000000Z,35,42,853,102.190000000,103.280000000,101.450000000,102.420000000,537196,AMZN
2023-04-03T00:00:00.000000000Z,35,39,7152,102.360000000,104.010000000,102.240000000,103.910000000,17049,GOOGL
2023-04-03T00:00:00.000000000Z,35,40,10451,210.350000000,213.480000000,208.700000000,213.200000000,19718,META
2023-04-03T00:00:00.000000000Z,35,42,38,164.380000000,166.290000000,164.320000000,166.140000000,412868,AAPL
2023-04-03T00:00:00.000000000Z,35,40,7152,102.340000000,104.520000000,102.140000000,104.270000000,72257,GOOGL
2023-04-03T00:00:00.000000000Z,35,39,11667,275.050000000,279.980000000,273.540000000,279.900000000,45850,NVDA
2023-04-04T00:00:00.000000000Z,35,39,7152,105.060000000,105.560000000,104.180000000,104.720000000,39711,GOOGL
2023-04-04T00:00:00.000000000Z,35,41,853,103.510000000,104.200000000,102.135000000,104.000000000,735610,AMZN
2023-04-04T00:00:00.000000000Z,35,41,7152,104.960000000,105.560000000,104.080000000,104.760000000,593818,GOOGL
2023-04-04T00:00:00.000000000Z,35,42,10451,213.250000000,216.150000000,212.610000000,214.790000000,47664,META
2023-04-04T00:00:00.000000000Z,35,42,853,102.840000000,104.200000000,102.110000000,103.970000000,633254,AMZN
2023-04-04T00:00:00.000000000Z,35,39,11667,279.740000000,279.970000000,273.190000000,274.640000000,45833,NVDA
2023-04-04T00:00:00.000000000Z,35,41,11667,280.960000000,281.020000000,273.080000000,274.680000000,561101,NVDA
2023-04-04T00:00:00.000000000Z,35,40,7152,104.380000000,105.520000000,104.100000000,104.760000000,42508,GOOGL
2023-04-04T00:00:00.000000000Z,35,39,10451,213.390000000,216.220000000,212.550000000,214.650000000,105414,META
2023-04-04T00:00:00.000000000Z,35,40,10451,214.580000000,216.110000000,212.690000000,214.920000000,16456,META
2023-04-04T00:00:00.000000000Z,35,39,853,102.830000000,104.170000000,102.180000000,103.950000000,173574,AMZN
2023-04-04T00:00:00.000000000Z,35,40,853,102.610000000,104.180000000,102.130000000,103.940000000,63781,AMZN
2023-04-04T00:00:00.000000000Z,35,39,38,166.620000000,166.830000000,165.150000000,165.640000000,827674,AAPL
2023-04-04T00:00:00.000000000Z,35,42,11667,279.890000000,279.890000000,273.080000000,274.590000000,70835,NVDA
2023-04-04T00:00:00.000000000Z,35,42,7152,104.350000000,105.550000000,104.080000000,104.760000000,398864,GOOGL
2023-04-04T00:00:00.000000000Z,35,41,10451,214.470000000,216.225000000,212.550000000,214.720000000,317618,META
2023-04-04T00:00:00.000000000Z,35,40,38,166.440000000,166.780000000,165.120000000,165.570000000,27148,AAPL
2023-04-04T00:00:00.000000000Z,35,41,38,166.720000000,166.830000000,165.110000000,165.640000000,640747,AAPL
2023-04-04T00:00:00.000000000Z,35,42,38,166.680000000,166.790000000,165.110000000,165.610000000,339590,AAPL
2023-04-04T00:00:00.000000000Z,35,40,11667,280.990000000,281.340000000,273.140000000,274.420000000,33595,NVDA
2023-04-05T00:00:00.000000000Z,35,39,38,164.740000000,165.020000000,161.850000000,163.830000000,243525,AAPL
2023-04-05T00:00:00.000000000Z,35,40,853,103.950000000,103.950000000,100.790000000,101.090000000,68308,AMZN
2023-04-05T00:00:00.000000000Z,35,42,853,103.850000000,103.850000000,100.760000000,101.070000000,635315,AMZN
2023-04-05T00:00:00.000000000Z,35,39,11667,268.250000000,269.670000000,264.310000000,268.800000000,57398,NVDA
2023-04-05T00:00:00.000000000Z,35,39,10451,214.150000000,214.920000000,210.350000000,211.600000000,94902,META
2023-04-05T00:00:00.000000000Z,35,42,10451,214.150000000,215.070000000,210.000000000,211.480000000,47803,META
2023-04-05T00:00:00.000000000Z,35,41,38,165.590000000,165.800000000,161.800000000,163.750000000,853748,AAPL
2023-04-05T00:00:00.000000000Z,35,42,38,164.680000000,165.030000000,161.810000000,163.770000000,553222,AAPL
2023-04-05T00:00:00.000000000Z,35,39,853,104.060000000,104.060000000,100.850000000,101.100000000,587399,AMZN
2023-04-05T00:00:00.000000000Z,35,40,7152,105.760000000,106.010000000,103.710000000,104.470000000,72250,GOOGL
2023-04-05T00:00:00.000000000Z,35,39,7152,105.710000000,105.950000000,103.710000000,104.530000000,225919,GOOGL
2023-04-05T00:00:00.000000000Z,35,41,7152,106.000000000,106.610000000,103.680000000,104.480000000,716712,GOOGL
2023-04-05T00:00:00.000000000Z,35,42,7152,105.620000000,106.100000000,103.680000000,104.530000000,395096,GOOGL
2023-04-05T00:00:00.000000000Z,35,41,11667,269.470000000,270.090000000,263.950000000,268.800000000,681739,NVDA
2023-04-05T00:00:00.000000000Z,35,42,11667,268.030000000,269.830000000,263.960000000,268.800000000,109522,NVDA
2023-04-05T00:00:00.000000000Z,35,40,10451,214.490000000,215.820000000,210.130000000,211.700000000,21843,META
2023-04-05T00:00:00.000000000Z,35,41,10451,215.310000000,215.750000000,209.960000000,211.500000000,409144,META
2023-04-05T00:00:00.000000000Z,35,40,38,165.280000000,165.280000000,161.820000000,163.940000000,60312,AAPL
2023-04-05T00:00:00.000000000Z,35,41,853,103.870000000,104.190000000,100.760000000,101.110000000,808884,AMZN
2023-04-05T00:00:00.000000000Z,35,40,11667,270.820000000,270.820000000,264.390000000,268.700000000,29608,NVDA
2023-04-06T00:00:00.000000000Z,35,40,7152,105.590000000,109.110000000,104.350000000,108.410000000,49618,GOOGL
2023-04-06T00:00:00.000000000Z,35,39,10451,209.220000000,216.790000000,208.660000000,216.170000000,76601,META
2023-04-06T00:00:00.000000000Z,35,40,10451,210.990000000,216.880000000,208.780000000,215.970000000,22853,META
2023-04-06T00:00:00.000000000Z,35,41,10451,211.150000000,216.930000000,208.680000000,216.100000000,573115,META
2023-04-06T00:00:00.000000000Z,35,39,853,100.710000000,102.170000000,99.820000000,102.100000000,105981,AMZN
2023-04-06T00:00:00.000000000Z,35,42,11667,265.950000000,270.760000000,264.340000000,270.430000000,88630,NVDA
2023-04-06T00:00:00.000000000Z,35,41,7152,105.950000000,109.150000000,104.340000000,108.300000000,1067053,GOOGL
2023-04-06T00:00:00.000000000Z,35,39,38,162.380000000,164.880000000,162.080000000,164.650000000,74045,AAPL
2023-04-06T00:00:00.000000000Z,35,42,10451,209.500000000,216.930000000,208.670000000,216.170000000,61436,META
2023-04-06T00:00:00.000000000Z,35,41,38,163.000000000,164.930000000,161.950000000,164.660000000,639142,AAPL
2023-04-06T00:00:00.000000000Z,35,42,38,162.410000000,164.950000000,162.050000000,164.600000000,360946,AAPL
2023-04-06T00:00:00.000000000Z,35,42,853,100.780000000,102.370000000,99.820000000,102.040000000,482347,AMZN
2023-04-06T00:00:00.000000000Z,35,39,11667,265.840000000,270.720000000,264.470000000,270.340000000,43767,NVDA
2023-04-06T00:00:00.000000000Z,35,41,11667,267.840000000,270.800000000,264.360000000,270.340000000,698341,NVDA
2023-04-06T00:00:00.000000000Z,35,39,7152,105.250000000,108.790000000,104.380000000,108.390000000,110635,GOOGL
2023-04-06T00:00:00.000000000Z,35,42,7152,105.120000000,109.150000000,104.360000000,108.400000000,553848,GOOGL
2023-04-06T00:00:00.000000000Z,35,40,38,162.820000000,164.940000000,162.050000000,164.590000000,27418,AAPL
2023-04-06T00:00:00.000000000Z,35,40,853,100.410000000,102.380000000,99.950000000,102.030000000,46757,AMZN
2023-04-06T00:00:00.000000000Z,35,41,853,101.170000000,102.365000000,99.820000000,102.000000000,748724,AMZN
2023-04-06T00:00:00.000000000Z,35,40,11667,267.400000000,270.770000000,264.400000000,270.390000000,21074,NVDA
2023-04-10T00:00:00.000000000Z,35,39,11667,267.760000000,276.070000000,266.760000000,275.940000000,548167,NVDA
2023-04-10T00:00:00.000000000Z,35,40,10451,215.740000000,215.740000000,210.690000000,214.560000000,14480,META
2023-04-10T00:00:00.000000000Z,35,41,10451,215.690000000,215.690000000,210.680000000,214.750000000,395117,META
2023-04-10T00:00:00.000000000Z,35,42,853,100.940000000,102.200000000,99.590000000,102.200000000,503061,AMZN
2023-04-10T00:00:00.000000000Z,35,39,38,161.640000000,161.960000000,160.170000000,161.960000000,402085,AAPL
2023-04-10T00:00:00.000000000Z,35,41,38,162.840000000,162.890000000,160.085000000,162.020000000,700373,AAPL
2023-04-10T00:00:00.000000000Z,35,42,38,161.660000000,161.940000000,160.090000000,161.940000000,243960,AAPL
2023-04-10T00:00:00.000000000Z,35,40,853,101.550000000,102.190000000,99.600000000,102.160000000,18273,AMZN
2023-04-10T00:00:00.000000000Z,35,41,853,101.670000000,102.200000000,99.590000000,102.010000000,628657,AMZN
2023-04-10T00:00:00.000000000Z,35,41,7152,107.770000000,107.770000000,105.120000000,106.470000000,554819,GOOGL
2023-04-10T00:00:00.000000000Z,35,42,7152,107.000000000,107.540000000,105.150000000,106.440000000,350489,GOOGL
2023-04-10T00:00:00.000000000Z,35,40,11667,268.260000000,276.070000000,266.760000000,275.820000000,16327,NVDA
2023-04-10T00:00:00.000000000Z,35,39,853,100.950000000,102.180000000,99.810000000,102.160000000,597787,AMZN
2023-04-10T00:00:00.000000000Z,35,40,38,162.310000000,162.310000000,160.130000000,161.850000000,25481,AAPL
2023-04-10T00:00:00.000000000Z,35,41,11667,268.570000000,276.190000000,266.510000000,275.895000000,494785,NVDA
2023-04-10T00:00:00.000000000Z,35,42,11667,268.650000000,276.190000000,266.750000000,275.440000000,76954,NVDA
2023-04-10T00:00:00.000000000Z,35,39,10451,214.740000000,215.570000000,210.730000000,214.740000000,109355,META
2023-04-10T00:00:00.000000000Z,35,42,10451,214.800000000,215.540000000,210.680000000,214.740000000,40248,META
2023-04-10T00:00:00.000000000Z,35,39,7152,106.990000000,107.550000000,105.160000000,106.430000000,342564,GOOGL
2023-04-10T00:00:00.000000000Z,35,40,7152,107.550000000,107.560000000,105.140000000,106.470000000,37572,GOOGL
2023-04-11T00:00:00.000000000Z,35,40,853,101.050000000,101.370000000,99.030000000,99.970000000,41003,AMZN
2023-04-11T00:00:00.000000000Z,35,41,853,101.390000000,101.480000000,99.010000000,99.940000000,1019649,AMZN
2023-04-11T00:00:00.000000000Z,35,41,10451,215.150000000,216.080000000,213.450000000,213.880000000,318382,META
2023-04-11T00:00:00.000000000Z,35,42,10451,215.540000000,216.020000000,213.460000000,213.720000000,52128,META
2023-04-11T00:00:00.000000000Z,35,39,38,162.280000000,162.300000000,160.530000000,160.790000000,943493,AAPL
2023-04-11T00:00:00.000000000Z,35,42,38,162.270000000,162.270000000,160.520000000,160.800000000,366576,AAPL
2023-04-11T00:00:00.000000000Z,35,40,11667,275.690000000,277.880000000,271.500000000,271.660000000,15036,NVDA
2023-04-11T00:00:00.000000000Z,35,39,853,100.830000000,100.940000000,99.100000000,99.930000000,198591,AMZN
2023-04-11T00:00:00.000000000Z,35,42,853,100.810000000,100.950000000,99.010000000,99.950000000,808584,AMZN
2023-04-11T00:00:00.000000000Z,35,40,7152,106.140000000,106.680000000,104.800000000,105.310000000,29112,GOOGL
2023-04-11T00:00:00.000000000Z,35,40,38,161.900000000,162.230000000,160.550000000,160.780000000,19267,AAPL
2023-04-11T00:00:00.000000000Z,35,41,11667,276.110000000,277.890000000,271.270000000,271.710000000,431883,NVDA
2023-04-11T00:00:00.000000000Z,35,39,7152,106.410000000,106.670000000,104.900000000,105.350000000,77378,GOOGL
2023-04-11T00:00:00.000000000Z,35,42,7152,106.230000000,106.700000000,104.690000000,105.360000000,365349,GOOGL
2023-04-11T00:00:00.000000000Z,35,39,10451,215.690000000,216.000000000,213.520000000,213.810000000,505508,META
2023-04-11T00:00:00.000000000Z,35,39,11667,277.360000000,277.850000000,271.430000000,271.660000000,79936,NVDA
2023-04-11T00:00:00.000000000Z,35,42,11667,277.090000000,277.490000000,271.270000000,271.670000000,81973,NVDA
2023-04-11T00:00:00.000000000Z,35,41,7152,106.260000000,106.700000000,104.690000000,105.370000000,589749,GOOGL
2023-04-11T00:00:00.000000000Z,35,40,10451,214.520000000,216.010000000,213.560000000,213.760000000,18912,META
2023-04-11T00:00:00.000000000Z,35,41,38,161.870000000,162.380000000,160.510000000,160.810000000,763177,AAPL
2023-04-12T00:00:00.000000000Z,35,40,853,100.640000000,101.810000000,97.720000000,97.720000000,67529,AMZN
2023-04-12T00:00:00.000000000Z,35,39,7152,106.570000000,106.730000000,104.410000000,104.660000000,31222,GOOGL
2023-04-12T00:00:00.000000000Z,35,42,7152,106.490000000,106.750000000,104.350000000,104.650000000,399184,GOOGL
2023-04-12T00:00:00.000000000Z,35,39,38,161.200000000,162.020000000,159.790000000,160.130000000,369703,AAPL
2023-04-12T00:00:00.000000000Z,35,39,11667,273.560000000,274.380000000,264.690000000,264.990000000,90496,NVDA
2023-04-12T00:00:00.000000000Z,35,42,11667,273.550000000,274.630000000,264.570000000,264.770000000,83043,NVDA
2023-04-12T00:00:00.000000000Z,35,41,853,100.080000000,101.820000000,97.710000000,97.830000000,950272,AMZN
2023-04-12T00:00:00.000000000Z,35,42,853,100.410000000,100.420000000,97.710000000,97.830000000,681788,AMZN
2023-04-12T00:00:00.000000000Z,35,41,10451,213.150000000,216.850000000,212.620000000,214.040000000,328541,META
2023-04-12T00:00:00.000000000Z,35,41,7152,105.270000000,106.910000000,104.350000000,104.630000000,554642,GOOGL
2023-04-12T00:00:00.000000000Z,35,40,38,161.760000000,162.005000000,159.810000000,160.190000000,12788,AAPL
2023-04-12T00:00:00.000000000Z,35,41,38,160.870000000,162.260000000,159.780000000,160.130000000,613689,AAPL
2023-04-12T00:00:00.000000000Z,35,42,38,161.200000000,162.040000000,159.790000000,160.090000000,391262,AAPL
2023-04-12T00:00:00.000000000Z,35,40,7152,105.260000000,106.740000000,104.370000000,104.540000000,40666,GOOGL
2023-04-12T00:00:00.000000000Z,35,40,11667,270.620000000,274.590000000,264.600000000,264.720000000,23421,NVDA
2023-04-12T00:00:00.000000000Z,35,41,11667,271.310000000,275.130000000,264.490000000,264.990000000,674993,NVDA
2023-04-12T00:00:00.000000000Z,35,39,853,100.460000000,100.460000000,97.750000000,97.770000000,298680,AMZN
2023-04-12T00:00:00.000000000Z,35,39,10451,214.590000000,216.670000000,212.650000000,213.990000000,88666,META
2023-04-12T00:00:00.000000000Z,35,40,10451,213.430000000,216.890000000,212.600000000,214.000000000,17021,META
2023-04-12T00:00:00.000000000Z,35,42,10451,214.690000000,216.840000000,212.640000000,213.980000000,56431,META
2023-04-13T00:00:00.000000000Z,35,39,10451,215.940000000,220.820000000,215.860000000,220.360000000,109756,META
2023-04-13T00:00:00.000000000Z,35,40,38,161.100000000,165.785000000,161.100000000,165.350000000,63483,AAPL
2023-04-13T00:00:00.000000000Z,35,42,11667,267.330000000,268.800000000,263.350000000,264.400000000,110273,NVDA
2023-04-13T00:00:00.000000000Z,35,41,853,97.810000000,102.560000000,97.620000000,102.395000000,1517604,AMZN
2023-04-13T00:00:00.000000000Z,35,39,7152,105.920000000,107.460000000,105.920000000,107.460000000,188157,GOOGL
2023-04-13T00:00:00.000000000Z,35,40,10451,214.560000000,220.990000000,214.330000000,220.060000000,28339,META
2023-04-13T00:00:00.000000000Z,35,40,853,97.740000000,102.550000000,97.740000000,102.390000000,67237,AMZN
2023-04-13T00:00:00.000000000Z,35,41,7152,104.700000000,107.485000000,104.700000000,107.410000000,620812,GOOGL
2023-04-13T00:00:00.000000000Z,35,41,10451,214.130000000,221.140000000,214.130000000,220.340000000,383172,META
2023-04-13T00:00:00.000000000Z,35,42,10451,216.460000000,221.100000000,216.110000000,220.320000000,47142,META
2023-04-13T00:00:00.000000000Z,35,39,38,161.460000000,165.770000000,161.440000000,165.550000000,269295,AAPL
2023-04-13T00:00:00.000000000Z,35,39,11667,267.290000000,268.680000000,263.330000000,264.620000000,62810,NVDA
2023-04-13T00:00:00.000000000Z,35,41,11667,264.170000000,268.825000000,263.340000000,264.600000000,635560,NVDA
2023-04-13T00:00:00.000000000Z,35,39,853,98.970000000,102.500000000,98.880000000,102.340000000,248765,AMZN
2023-04-13T00:00:00.000000000Z,35,42,853,98.860000000,102.550000000,98.860000000,102.420000000,756036,AMZN
2023-04-13T00:00:00.000000000Z,35,40,7152,104.890000000,107.490000000,104.890000000,107.440000000,51052,GOOGL
2023-04-13T00:00:00.000000000Z,35,42,7152,106.060000000,107.480000000,106.050000000,107.450000000,354818,GOOGL
2023-04-13T00:00:00.000000000Z,35,41,38,160.490000000,165.800000000,160.430000000,165.620000000,1012623,AAPL
2023-04-13T00:00:00.000000000Z,35,42,38,161.570000000,165.780000000,161.540000000,165.620000000,527710,AAPL
2023-04-13T00:00:00.000000000Z,35,40,11667,263.890000000,268.800000000,263.490000000,264.580000000,29791,NVDA
2023-04-14T00:00:00.000000000Z,35,41,10451,218.910000000,222.060000000,217.590000000,221.495000000,293070,META
2023-04-14T00:00:00.000000000Z,35,40,38,164.970000000,166.290000000,163.900000000,165.100000000,8788,AAPL
2023-04-14T00:00:00.000000000Z,35,42,38,164.660000000,166.290000000,163.830000000,165.210000000,156482,AAPL
